time;conc;exps;replicate
0;0.862114795704727;95;1
1;4.42549348753034;95;1
3;2.56711830956167;95;1
6;31.2251890746357;95;1
9;21.8533501804265;95;1
15;20.708961609747;95;1
21;11.3181879421906;95;1
22;14.7581993030546;95;1
24;9.08417599143565;95;1
27;12.6350286024316;95;1
30;7.93978742075616;95;1
36;12.2107440273534;95;1
