time;conc;exps;replicate
0;0.362537764350463;209;1
1;17.1601208459214;209;1
3;29.0030211480362;209;1
6;28.036253776435;209;1
9;9.90936555891238;209;1
15;28.036253776435;209;1
21;15.5891238670694;209;1
22;8.58006042296072;209;1
24;4.59214501510574;209;1
27;3.74622356495468;209;1
30;1.32930513595165;209;1
36;1.32930513595165;209;1
42;0.604229607250758;209;1
