time	conc	expw	replicate
0.0	0.0	0.083	1
0.0	0.0	0.083	2
5.05	28.8798556489961	0.083	1
5.06666666666667	30.863338030282	0.083	2
24.0333333333333	40.1732621022703	0.083	1
24.05	42.7580053368515	0.083	2
24.5333333333333	39.3251893123675	0.083	1
24.5333333333333	36.9878903024621	0.083	2
25.0333333333333	33.1433918661419	0.083	1
25.0333333333333	33.100430451185	0.083	2
26.3333333333333	22.5077754288935	0.083	1
26.3333333333333	20.8526698070048	0.083	2
28.1166666666667	22.7721761836229	0.083	1
28.1333333333333	22.0085163607854	0.083	2
28.65	20.7884339169004	0.083	1
28.6666666666667	27.3583603253713	0.083	2
47.9666666666667	19.6500137316745	0.083	1
47.9666666666667	17.6512877666633	0.083	2
