time;conc;expf;replicate
0;0.582777777777792;228;1
4;2.17222222222224;228;1
4;7.97166666666667;228;2
4;8.77166666666666;228;3
8;12.1611111111111;228;1
8;13.1611111111111;228;2
8;20.9611111111111;228;3
14;26.545;228;1
14;28.5455555555555;228;2
14;34.945;228;3
28;26.3083333333333;228;1
28;29.7083333333333;228;2
28;37.7072222222222;228;3
56;65.6333333333333;228;1
56;69.2333333333333;228;2
56;82.8338888888889;228;3
84;18.9588888888889;228;1
84;83.9594444444444;228;2
84;97.3594444444444;228;3
88;56.9477777777778;228;1
88;94.7488888888889;228;2
88;101.948888888888;228;3
90;96.3394444444444;228;1
90;111.34;228;2
90;114.340555555555;228;3
98;49.9211111111111;228;1
98;80.7216666666666;228;2
98;94.1211111111111;228;3
112;25.4827777777777;228;1
112;43.4838888888889;228;2
112;61.6844444444444;228;3
140;24.0088888888889;228;1
140;38.4088888888889;228;2
140;49.2083333333333;228;3
168;26.535;228;1
168;28.935;228;2
168;61.3355555555555;228;3
