time	conc	expw	replicate
0.0	0.0	0.050	1
0.0	0.0	0.050	2
5.1	1.67	0.050	1
5.1	1.5	0.050	2
24.2	3.68	0.050	1
24.2	3.07	0.050	2
24.4	2.02	0.050	1
24.4	1.33	0.050	2
24.9	1.05	0.050	1
24.9	1.04	0.050	2
26.3	0.55	0.050	1
26.3	0.76	0.050	2
28.5	0.61	0.050	1
28.2	0.65	0.050	2
29.2	0.46	0.050	1
29.3	0.53	0.050	2
48.4	0.42	0.050	1
48.4	0.33	0.050	2
