time;conc;replicate;exps
0;0.649349336600295;1;105
1;10.2632775968414;1;105
3;48.3216179553582;1;105
6;26.2529591690269;1;105
9;23.925328869562;1;105
15;15.6332267931401;1;105
21;24.223884006639;1;105
22;11.7597730916265;1;105
24;9.81835604640868;1;105
27;6.45128161585284;1;105
30;5.94182945886881;1;105
36;11.4156098566862;1;105
42;7.40937513266983;1;105
