time;expw;conc;replicate
0;1;0.7;1
8;1;2.6;1
39;1;4.9;1
69;1;5.7;1
99;1;5.5;1
119;1;6.9;1
0;23;0.7;2
7;23;76;2
22;23;110;2
43;23;290;2
63;23;200;2
105;23;320;2
