time;expw;conc;concm1;replicate
0.0;12.16;0.0;0.0;1
0.0;12.16;0.0;0.0;2
0.0;12.16;0.0;0.0;3
0.166666666666667;12.16;14.5943256183695;0.0;1
0.166666666666667;12.16;11.1293845732202;0.0;2
0.166666666666667;12.16;9.69186040723983;0.0;3
0.354166666666667;12.16;15.926816653252;0.0;1
0.354166666666667;12.16;26.9196170263955;0.0;2
0.354166666666667;12.16;25.9926262806076;0.0;3
0.854166666666667;12.16;61.3024943557282;0.0;1
0.854166666666667;12.16;50.1547950335775;0.0;2
0.854166666666667;12.16;48.8192615730969;0.0;3
1.04166666666667;12.16;68.3531498078969;0.0;1
1.04166666666667;12.16;53.1316124409965;0.0;2
1.04166666666667;12.16;80.1340837847678;0.0;3
1.35416666666667;12.16;95.4873498344066;0.0;1
1.35416666666667;12.16;82.6463728812661;0.0;2
1.35416666666667;12.16;80.6380118167729;0.0;3
2.02083333333333;12.16;112.335641180939;0.0;1
2.02083333333333;12.16;;0.0;2
2.02083333333333;12.16;105.701644500147;4.97906518953654;3
2.20833333333333;12.16;106.906061923102;;1
2.20833333333333;12.16;107.081644020989;7.19797773161167;2
2.20833333333333;12.16;;;3
3.08333333333333;12.16;101.578536637898;5.68671179679343;1
3.08333333333333;12.16;90.9933989464293;6.55268927429272;2
3.08333333333333;12.16;90.0511538911173;4.89713637566435;3
3.91666666666667;12.16;85.0496641017058;5.81049471317179;1
3.91666666666667;12.16;83.9938915118948;7.20328686472674;2
3.91666666666667;12.16;89.2891169914948;5.22644491785015;3
4.33333333333333;12.16;91.4135228352257;6.02058769070158;1
4.33333333333333;12.16;79.5786056667127;4.72359145602894;2
4.33333333333333;12.16;100.615974672173;5.04351783793605;3
5.0;12.16;75.7272651123207;5.79248020033379;1
5.0;12.16;80.7773061300984;5.28245348898459;2
5.0;12.16;82.7454863212801;5.64057628035113;3
