time;conc;expw;replicate
0;0.326263697419591;8.32;1
2;3.55602686461648;8.32;1
2;11.8168964298338;8.32;2
2;15.8382820784729;8.32;3
5;8.07458465889007;8.32;1
5;12.9658890067161;8.32;2
7;4.6740897843761;8.32;1
7;12.9347826086956;8.32;2
7;10.3260869565217;8.32;3
8;16.0710498409332;8.32;1
8;9.1147048427006;8.32;2
9;10.0777659950512;8.32;1
9;3.99098621420998;8.32;2
12;6.66136443973137;8.32;1
12;5.57440791799223;8.32;2
12;11.0091905266878;8.32;3
14;15.1088723930717;8.32;1
14;8.36921173559561;8.32;2
14;9.34782608695654;8.32;3
