time;expw;conc;replicate
0;28;0;1
8;28;14;1
39;28;11;1
69;28;12;1
99;28;12;1
119;28;13;1
0;690;0;2
7;690;360;2
22;690;330;2
43;690;600;2
63;690;430;2
105;690;640;2
