time	conc	expw	replicate
0.0	0.0	0.536	1
0.0	0.0	0.536	2
0.9	165.6	0.536	1
1.2	152.1	0.536	1
2.1	155.6	0.536	1
2.3	222.0	0.536	1
3.1	194.5	0.536	1
3.5	225.3	0.536	1
6.6	245.1	0.536	1
6.6	246.9	0.536	2
7.4	114.0	0.536	1
7.5	183.2	0.536	1
7.5	177.9	0.536	2
8.6	64.8	0.536	1
9.5	66.7	0.536	1
9.9	90.7	0.536	1
12.3	37.1	0.536	1
12.7	43.4	0.536	1
20.9	19.3	0.536	1
22.5	23.6	0.536	1
29.3	11.2	0.536	1
30.6	9.1	0.536	1
51.2	16.2	0.536	1
51.6	0.0	0.536	1
