time;expw;conc;replicate
0;2.3;0;1
8;2.3;3.7;1
39;2.3;4.6;1
69;2.3;4.4;1
99;2.3;3.9;1
119;2.3;4.5;1
0;45;0;2
7;45;81;2
22;45;93;2
43;45;200;2
63;45;130;2
105;45;200;2
