time;conc;exps;replicate
0;0;86.0;1
1;12.7551062399692;86.0;1
3;34.0539910289296;86.0;1
6;34.0630444026831;86.0;1
9;24.5683872649209;86.0;1
15;10.150340873239;86.0;1
21;34.1081740991207;86.0;1
22;10.89326621034;86.0;1
24;7.65106102796943;86.0;1
27;7.41951413560856;86.0;1
30;6.46630361723433;86.0;1
36;13.8224441365687;86.0;1
42;16.1263905844912;86.0;1
