time	conc	expw	replicate
0.0	0.0	0.053	1
0.0	0.0	0.053	2
5.18333333333333	3.90482220757296	0.053	1
5.18333333333333	3.70658569757866	0.053	2
24.2	4.15837038073043	0.053	1
24.2	4.34116055735042	0.053	2
24.4	3.34639948360653	0.053	1
24.4666666666667	3.34326625551809	0.053	2
24.8833333333333	3.04184071935918	0.053	1
24.9333333333333	3.03929902679361	0.053	2
25.9833333333333	3.32941676117261	0.053	1
25.9333333333333	3.11976273728973	0.053	2
28.0833333333333	3.30946617185824	0.053	1
28.1166666666667	3.05462579439272	0.053	2
29.1333333333333	3.09785051829301	0.053	1
29.1333333333333	2.83218529453683	0.053	2
48.1	2.87817527899391	0.053	1
48.1666666666667	2.79232807518544	0.053	2
