time	conc	expw	replicate
0.0	0.0	0.228	1
0.0	0.0	0.228	2
5.0	129.92	0.228	1
5.0	137.2	0.228	2
24.3	123.94	0.228	1
24.2	123.49	0.228	2
24.4	115.6	0.228	1
24.5	172.7	0.228	2
24.9	137.55	0.228	1
24.9	135.2	0.228	2
25.9	113.8	0.228	1
26.0	107.1	0.228	2
28.5	108.67	0.228	1
28.1	111.03	0.228	2
29.2	96.4	0.228	1
29.5	104.62	0.228	2
48.4	86.63	0.228	1
48.4	91.38	0.228	2
