time;conc;expf;replicate
0;0.0917431192660629;100;1
1;11.8348623853211;100;1
3;23.7614678899082;100;1
6;7.61467889908257;100;1
9;10.5504587155963;100;1
15;8.1651376146789;100;1
21;10.1834862385321;100;1
22;10.3669724770642;100;1
24;5.68807339449541;100;1
27;6.14678899082569;100;1
30;5.32110091743119;100;1
36;9.72477064220184;100;1
42;4.67889908256881;100;1
