time	conc	expw	replicate
0	0	0.000487	1
0.5	0.0730614961238916	0.000487	1
0.5	0.109700163677895	0.000487	2
0.5	0.146284871485871	0.000487	3
2	0.310484378653524	0.000487	1
2	0.712916164541252	0.000487	2
2	0.786085580157202	0.000487	3
5	0.931668974944691	0.000487	1
5	0.748745435904815	0.000487	2
5	0.638991312480889	0.000487	3
10	1.31451337302372	0.000487	1
10	1.29627497886576	0.000487	2
10	0.912135546882025	0.000487	3
24	1.49376764933359	0.000487	1
24	1.09133586344586	0.000487	2
24	0.871827616598017	0.000487	3
26	0.505494900804	0.000487	1
26	0.432325485188049	0.000487	2
26	0.395740777380074	0.000487	3
29	0.211953882403726	0.000487	1
29	0.17542313434178	0.000487	2
29	0.0839613648218428	0.000487	3
34	0.0643739770131478	0.000487	1
34	0.0277892692051723	0.000487	2
48	0.00582765257118171	0.000487	1
