time	conc	expw	replicate
0	0.000832881906825605	0.025	1
6	0.0993905742145178	0.025	1
10	0.108169691224268	0.025	1
24	0.217243364030335	0.025	1
34	0.238309182015167	0.025	1
72	0.228402627302275	0.025	1
96	0.199211132177681	0.025	1
119	0.232526408450704	0.025	1
144	0.207736321776814	0.025	1
168	0.211995530877573	0.025	1
168.1	0.212280701754385	0.025	1
174	0.16578947368421	0.025	1
178	0.143859649122807	0.025	1
192	0.128947368421052	0.025	1
202	0.118421052631578	0.025	1
216	0.0833333333333333	0.025	1
264	0.0789473684210526	0.025	1
