time;expw;conc;replicate
0;4.3;0;1
8;4.3;4.8;1
39;4.3;6.6;1
69;4.3;5.3;1
99;4.3;4.4;1
119;4.3;5.3;1
0;72;0;2
7;72;96;2
22;72;100;2
43;72;210;2
63;72;140;2
105;72;210;2
