time	conc	expw	replicate
0	0	0.028	1
2	0	0.028	1
3	0	0.028	1
5	1.92	0.028	1
7	2.33	0.028	1
10	3.04	0.028	1
0	0	0.028	2
2		0.028	2
3		0.028	2
5	3.49	0.028	2
7	4.62	0.028	2
10	5.50	0.028	2
0	0	0.037	1
2	12.8	0.037	1
3	13.9	0.037	1
5	15.9	0.037	1
7	16.2	0.037	1
10	21.4	0.037	1
0	0	0.215	1
2	15.7	0.215	1
3	22.3	0.215	1
5		0.215	1
7	28.1	0.215	1
10		0.215	1
0	0	0.293	1
2	21.4	0.293	1
3		0.293	1
5		0.293	1
7		0.293	1
10		0.293	1
