time	conc	replicate	expw
0	0	1	0.0095
22	120.4836443	1	0.0095
22	167.5064237	2	0.0095
22	186.4397374	3	0.0095
44	225.7001524	1	0.0095
44	259.287852	2	0.0095
44	298.9813736	3	0.0095
66	308.3202666	1	0.0095
66	338.2438535	2	0.0095
88	336.5997003	1	0.0095
88	401.9420107	2	0.0095
134	391.9268726	1	0.0095
134	385.2093327	2	0.0095
134	208.722271	3	0.0095
164	219.9603287	1	0.0095
164	295.6832592	2	0.0095
164	320.1127419	3	0.0095

