time	expw	conc	replicate
0	0.0111	0.049	1
0	0.0111	0.041	2
0	0.0111	0.054	3
2	0.0111	5.01	1
2	0.0111	3.83	2
2	0.0111	4.30	3
5	0.0111	6.23	1
5	0.0111	6.62	2
5	0.0111	7.85	3
7	0.0111	9.78	1
7	0.0111	10.3	2
7	0.0111	10.0	3
9	0.0111	8.89	1
9	0.0111	8.29	2
9	0.0111	7.93	3
15	0.0111	8.07	1
15	0.0111	7.80	2
15	0.0111	6.50	3
21	0.0111	6.49	1
21	0.0111	7.02	2
21	0.0111	7.62	3
