time	conc	expw	replicate
0	0	100	1
0.0164934384389481	1404.92428098033	100	1
0.0167837229554734	1676.05001941513	100	2
0.0781129244468574	2957.52421236762	100	1
0.0819394021646935	6531.45440082636	100	2
0.111310917336771	5964.44957154759	100	1
0.130469695427453	9858.74830824446	100	2
0.263314445990115	7935.74533377064	100	1
0.263420003996125	8034.3365113833	100	2
0.399193989225543	8847.23871566066	100	1
0.430359990499779	9956.28390579702	100	2
0.731939213668254	11631.278345152	100	1
0.747746525068141	12395.3071926471	100	2
1.00311773110606	12912.0136320624	100	1
1.00224687755648	12098.636416758	100	2
1.00177186652944	11654.9761175011	100	1
1.00163991902193	11531.7371454853	100	2
1.01641803986322	11334.502011257	100	1
1.01472911176707	9757.04316945453	100	2
1.0435464474076	8672.43465770931	100	1
1.05740093569632	7612.52671937027	100	2
1.0992810745805	4728.5764371911	100	1
1.08323625766709	3742.71744006755	100	2
1.17285500476896	3446.62723321156	100	1
1.12648865062938	2140.4524668529	100	2
1.45503794433323	1005.49278624126	100	1
1.30496084928955	833.486015449168	100	2
1.30477612277904	660.951454627022	100	1
1.45437820679567	389.297926162174	100	2
1.75392543834847	166.412196473609	100	1
3.1030359236514	235.605469412683	100	1
