time;expw;conc;replicate
0;0.34;0.46;1
8;0.34;1.2;1
39;0.34;3.0;1
69;0.34;4.1;1
99;0.34;4.2;1
119;0.34;5.2;1
0;9.3;0.46;2
7;9.3;34;2
22;9.3;61;2
43;9.3;10;2
63;9.3;60;2
105;9.3;20;2
