time	expw	conc	replicate
0	0.0111	0.848	1
0	0.0111	0.629	2
0	0.0111	0.941	3
2	0.0111	35.8	1
2	0.0111	33.5	2
2	0.0111	29.8	3
5	0.0111	21.6	1
5	0.0111	50.7	2
5	0.0111	28.4	3
7	0.0111	37.1	1
7	0.0111	60.4	2
7	0.0111	29.4	3
9	0.0111	11.4	1
9	0.0111	15.1	2
9	0.0111	23.3	3
15	0.0111	12.8	1
15	0.0111	7.82	2
15	0.0111	12.9	3
21	0.0111	9.18	1
21	0.0111	5.93	2
21	0.0111	9.19	3
