time	conc	expw	replicate
0.0	0.0	0.041	1
0.0	0.0	0.041	2
5.1	8.84524647511894	0.041	1
5.1	8.75904606442031	0.041	2
24.25	11.9882457291834	0.041	1
24.25	11.4385806927699	0.041	2
24.4	3.66736248294805	0.041	1
24.3833333333333	4.37050878121787	0.041	2
24.8833333333333	4.46469731468298	0.041	1
24,0	5.07637861019471	0.041	2
25.8666666666667	4.15217996050509	0.041	1
25.8666666666667	3.08822067666446	0.041	2
28.5166666666667	3.76291350607092	0.041	1
28.5166666666667	3.27773798858681	0.041	2
29.4166666666667	3.09662485255999	0.041	1
29.4333333333333	3.04386806913481	0.041	2
48.3833333333333	2.4832469432445	0.041	1
48.3833333333333	2.06999046146714	0.041	2
