time;expw;conc;replicate
0;47;0;1
8;47;14;1
39;47;11;1
69;47;12;1
99;47;12;1
119;47;14;1
0;940;0;2
7;940;390;2
22;940;360;2
43;940;630;2
63;940;470;2
105;940;670;2
