time;conc;replicate;expf
0;0;1;100
1;22.8209191759112;1;100
3;7.22662440570523;1;100
6;8.55784469096671;1;100
9;21.6798732171156;1;100
15;6.37083993660855;1;100
21;9.88906497622821;1;100
22;9.31854199683043;1;100
24;13.4072900158478;1;100
27;6.94136291600634;1;100
30;4.65927099841521;1;100
36;4.65927099841521;1;100
42;3.70839936608557;1;100
