time;conc;replicate;expf
0;0.182742660959121;1;100
1;9.19123878229502;1;100
3;12.0957823602268;1;100
6;6.98355098759261;1;100
9;9.79226874687641;1;100
15;5.48640837878358;1;100
21;10.739227743856;1;100
22;6.00073879315963;1;100
24;6.35535950978899;1;100
27;6.1595793224832;1;100
30;8.14910584298471;1;100
36;5.66284956867516;1;100
42;4.99880489341821;1;100
