time	conc	expf	replicate
0	0.0	0.499	1
0.5	0.0107797604947716	0.499	1
1	0.015275250748184	0.499	1
1.5	0.0168846973332328	0.499	1
2	0.012626493160709	0.499	1
3	0.0366277719007394	0.499	1
5	0.0418772107006942	0.499	1
6	0.0372709749245656	0.499	1
7	0.0265638122065728	0.499	1
8	0.0250107808527304	0.499	1
10	0.0116175796737335	0.499	1
12	0.00838080197107173	0.499	1
