time;conc;replicate;expf
0;-0.18662519440123;1;100
1;3.26594090202178;1;100
3;26.7807153965785;1;100
6;10.5443234836703;1;100
9;7.65163297045101;1;100
15;4.57231726283048;1;100
21;7.46500777604977;1;100
22;4.47900466562987;1;100
24;4.94556765163297;1;100
27;3.91912908242613;1;100
30;2.33281493001555;1;100
36;3.26594090202178;1;100
42;2.14618973561431;1;100
