time	conc	exps	replicate
0	0	0.0034024683328	1
1	0.000129918948	0.0034024683328	1
2	0.00019937838	0.0034024683328	1
4	0.000295255862	0.0034024683328	1
7	0.0004332721	0.0034024683328	1
8	0.000284110846	0.0034024683328	1
9	0.000287821179	0.0034024683328	1
11	0.000175050675	0.0034024683328	1
14	0.000161778751	0.0034024683328	1
