time;conc;exps;replicate
0;0;101;1
1;14.6746352520975;101;1
3;48.955475256671;101;1
6;38.1259426094878;101;1
9;22.736094751877;101;1
21;23.0563868768795;101;1
22;11.9681232384205;101;1
24;4.9546549255259;101;1
27;6.20620438949757;101;1
30;4.49904445940721;101;1
36;5.39937604015992;101;1
42;14.6810236716352;101;1
